产品名称,旅游方式,供应商,等级,景点个数,交通,用餐,自由活动,五分,四分,三分,总评价,出游人数,评价人数,出发地,最低报价,周日报价,周一报价,周二报价,周三报价,周四报价,周五报价,周六报价,跟团地点,旅游线路
美国波士顿+纽约+华盛顿+尼亚加拉大瀑布5日跟团游·美东经典名城、哈德逊河、人间仙境千岛湖·(5天)魅力美东游：美东经典名城、著名尼亚加拉大瀑布、人间仙境千岛湖,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共26个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,2484,,,,,,,￥2484起,目的地跟团,东海岸
美国纽约+费城+华盛顿+尼亚加拉大瀑布5日跟团游·(5天)美东游：繁华都市纽约、历史名城费城、首都华盛顿、全新世贸中心大楼、七彩瀑布浪漫夜景,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共20个景点，包含4个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2003,,,￥2003起,￥2003起,,￥2003起,￥2003起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布8日跟团游·耶鲁大学、罗德岛、美东深度游【年度爆品】·【年度爆品】（8天）美东深度游：纽约深度游、费城、华盛顿、大瀑布、罗德岛、波士顿、耶鲁大学,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共33个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3913,,,￥4074起,,,￥4074起,,目的地跟团,东海岸
美国迈阿密+西棕榈滩+纽约+费城+华盛顿+大沼泽地国家公园+尼亚加拉大瀑布11日跟团游·精华迈阿密+美东经典游·(11天)精华迈阿密+美东经典游：沼泽公园、西棕榈滩、纽约、华盛顿、尼亚加拉大瀑布【活动期间参团，迈,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共60个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,6236,,￥6236起,,,,,,目的地跟团,东海岸
美国迈阿密+大沼泽地国家公园+纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布10日跟团游·经典迈阿密+美东名城名校游·(10天)经典迈阿密+美东名城名校游：沼泽公园、西礁岛、罗德岱堡、大苹果纽约、波士顿名校【【5/1,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共56个景点，包含9个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,5770,,￥5770起,,,￥5770起,,,目的地跟团,东海岸
美国迈阿密+大沼泽地国家公园+纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布10日跟团游·西礁岛、罗德岱堡、迈阿密+美东名校精致游·(10天)迈阿密+美东精致游：沼泽公园、西礁岛、罗德岱堡、费城、华盛顿、波士顿、,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共53个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,5770,,,￥5770起,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布6日跟团游·观瀑布冒险大电影、住两晚纽约大都会区·(6天)美东游：波士顿、纽约、费城、华盛顿、尼亚加拉大瀑布、康宁玻璃中心(观瀑布冒险大电影),跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共35个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,3110,,,,￥3110起,,,￥3110起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布7日跟团游·美东四大名城、康宁玻璃中心、一日自选行程·(7天)美东经济欢乐游：美东四大名城、康宁玻璃中心、尼亚加拉大瀑布、一日自选行程,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共32个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2682,,￥2682起,￥2682起,,￥2682起,￥2682起,,目的地跟团,东海岸
美国波士顿+尼亚加拉大瀑布2日跟团游·千岛湖、一动一静之景别样体验·(2天)一动一静之景、别样体验：千岛湖、尼亚加拉大瀑布风情游,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共4个景点，包含2个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,17人出游,,,,,,,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+尼亚加拉大瀑布4日跟团游·(4天)美国东海岸之旅：纽约、新泽西、费城、华盛顿，尼亚加拉大瀑布、阿米希村,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共21个景点，包含2个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,4865,,￥4865起,,,￥4865起,,￥4865起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布6日跟团游·美东经典游·(6天)美东经典游：纽约、费城、华盛顿、波士顿、康宁、尼亚加拉大瀑布、回味一生风之洞（大都会博物馆深,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共23个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,10人出游,,纽约,2915,,,￥2915起,,￥2915起,,￥2915起,目的地跟团,东海岸
美国纽约+尼亚加拉大瀑布2日跟团游·美东峽光瀑色游：康宁、五指湖、千年幽谷·(2天)美东峽光瀑色游：五指湖、神秘千年幽谷、尼亚加拉大瀑布,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共6个景点，包含3个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,812,,,,,,￥812起,￥812起,目的地跟团,东海岸
美国华盛顿+波士顿+纽约+费城+尼亚加拉大瀑布5日跟团游·美东名城名景欢乐时尚游+康宁玻璃中心·(5天)美东欢乐时尚游：轻松玩转华盛顿、波士顿、纽约、康宁玻璃中心、尼亚加拉瀑布名城名景,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共33个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,费城,2430,￥2430起,￥2430起,￥2430起,￥2430起,￥2430起,￥2430起,￥2430起,目的地跟团,东海岸
美国费城+华盛顿+波士顿+纽约+尼亚加拉大瀑布5日跟团游·小资情调游：美东四大名城、康宁玻璃中心·(5天)美东小资情调游：美东四大名城、尼亚加拉瀑布、康宁玻璃中心,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共33个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,费城,2200,￥2200起,￥2200起,,,￥2200起,￥2200起,,目的地跟团,东海岸
美国纽约+华盛顿+波士顿+尼亚加拉大瀑布5日跟团游·康宁玻璃中心、两大名校、总统蜡像馆·(5天)美东精华游: 纽约、华盛顿、波士顿、尼亚加拉大瀑布、康宁玻璃中心,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共27个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,2665,￥2665起,￥2665起,,,￥2665起,￥2665起,,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布6日跟团游·(6天)美东历史风情游：纽约、费城、华盛顿、波士顿、尼亚加拉瀑布、名校探访,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共40个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,3110,,,,￥3110起,,,,目的地跟团,东海岸
美国纽约+费城+波士顿+华盛顿+尼亚加拉大瀑布8日跟团游·缅因海岸线和龙虾游、康宁玻璃中心神奇制作·(8天)夏季美东精华游：美东名城、雄浑尼亚加拉瀑布、康宁玻璃中心神奇制作、缅因海岸线和龙虾游,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共43个景点，包含9个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,,,,,,,,,,目的地跟团,东海岸
美国纽约+波士顿+尼亚加拉大瀑布2日跟团游·<2日>波士顿+美境尼亚加拉瀑布+沃特金斯格伦州立公园浪漫秀水游,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共3个景点，包含1个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,1178,,,,￥1178起,,,￥1178起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布8日私家团·纽约两日深度、享特色美食、两晚住曼哈顿·【小众拼团】(8天)途风魅力美东深度小众之旅：纽约两日深度、上新世贸大厦看夜景、入内国会山庄、尼,私家团,供应商：途风（熊大旗下）,暂无酒店信息,共31个景点，包含7个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,15957,,,,,,,,目的地跟团,东海岸
美国纽约+华盛顿+费城+波士顿+尼亚加拉大瀑布7日半自助游·<7日>美国东海岸纽约+华盛顿+费城独立公园+哈佛大学+阿米希人村庄+尼亚加拉大瀑布（深度参观普林斯,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共29个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3460,,,￥3460起,￥3460起,,￥3460起,￥3460起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布5日跟团游·华尔街、、康宁玻璃中心、美东格调游·(5天)美东格调游：纽约、费城、华盛顿、尼亚加拉瀑布、康宁玻璃中心,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共20个景点，包含3个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,,,,,,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+迈阿密+奥兰多+尼亚加拉大瀑布13日跟团游·美东四大名城+主题乐园【创阳光佛州系列】·【途风独创阳光佛州系列】(13天)壮美尼亚加拉大瀑布，畅游美东四大名城，热情迈阿密，惊险刺,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共47个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,10310,,,￥10310起,,￥10310起,,￥10310起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布8日跟团游·美东名城名校深度游：普林斯顿、耶鲁大学·(8天)美东名城名校知性游：纽约、费城、华盛顿、波士顿、普林斯顿大学、耶鲁大学、罗德岛(深度探访名校,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共33个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,3913,,,￥3913起,,,￥3913起,,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布5日跟团游·康宁玻璃中心、越战纪念碑、独立公园·(5天)美东游：玩转纽约、费城、华盛顿、康宁玻璃中心、尼亚加拉大瀑布,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共28个景点，包含4个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,2200,,,,￥2200起,,,￥2200起,目的地跟团,东海岸
美国纽约+华盛顿+波士顿+尼亚加拉大瀑布5日跟团游·哈佛麻省两大名校、纽约市内观光、华尔街·(5天)美东团：纽约、波士顿、尼亚加拉瀑布、哈佛麻省两大名校,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共20个景点，包含5个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,2245,,￥2245起,￥2245起,,,￥2245起,￥2245起,目的地跟团,东海岸
美国纽约+费城+华盛顿+波士顿+尼亚加拉大瀑布8日跟团游·(8天)美东特色景致游：四大名城精华、恬静阿米希、赫氏巧克力世界、尼亚加拉瀑布、奥特莱斯购物,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共50个景点，包含7个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,4238,,,￥4238起,￥4238起,,,,目的地跟团,东海岸
美国波士顿+尼亚加拉大瀑布5日跟团游·美境千岛湖、玛莎葡萄岛、两大名校·(5天)美东清凉一夏五日游：波士顿、美境千岛、玛莎葡萄岛、尼亚加拉大瀑布,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共12个景点，包含4个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,3066,￥3066起,,,,,,,目的地跟团,东海岸
美国华盛顿+尼亚加拉大瀑布10日跟团游·<10日>【深度游】华盛顿+尼亚加拉瀑布+大雾山国家公园：瀑布一整日观光游览，住宿瀑布景区酒店&鸽子,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共24个景点，包含3个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,华盛顿,5089,￥5089起,,,,,,,目的地跟团,东海岸
美国纽约+费城+华盛顿+尼亚加拉大瀑布6日跟团游·国会大厦入内参观、入住瀑布景区酒店·(6天)美东名城深度游：纽约、费城、华盛顿精华，专业版大都会博物馆导览，阿米希人村田园风光，国会,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共24个景点，包含4个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2967,,￥2967起,,￥2967起,,￥2967起,,目的地跟团,东海岸
美国迈阿密+西棕榈滩+大沼泽地国家公园+纽约+费城+华盛顿+尼亚加拉大瀑布10日跟团游·欢乐迈阿密+美东精华游·(10天)欢乐迈阿密+美东精华游：沼泽公园、西礁岛、西棕榈滩、纽约、费城、华盛顿、尼亚加拉大瀑布,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共64个景点，包含7个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,5745,,￥5745起,,,,,,目的地跟团,东海岸
美国迈阿密+奥兰多3日跟团游·(3天)奥兰多主题乐园欢乐之旅：海洋世界、布希公园、Aquatica水上世界,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共2个景点,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,迈阿密,2109,￥2109起,￥2109起,￥2109起,￥2109起,￥2109起,￥2109起,￥2109起,目的地跟团,东海岸
美国佛罗里达+奥兰多5日跟团游·(5天)奥兰多主题乐园欢乐之旅：自由选择三大迪士尼主题公园,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共4个景点,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,奥兰多,4380,￥4380起,￥4380起,￥4380起,￥4380起,￥4380起,￥4380起,￥4380起,目的地跟团,东海岸
美国纽约2日跟团游·美东特色欢乐游：醉人乔治湖、六旗冒险乐园,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共3个景点,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,628,,,,,,,￥628起,目的地跟团,东海岸
美国波士顿+普莱西德湖2日跟团游·佛蒙特州赏枫之旅：白面山缆车赏枫,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共7个景点，包含1个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,波士顿,1328,,,,,,,￥1328起,目的地跟团,东海岸
美国纽约3日半自助游·纽约经济自由行：畅游纽约各大街区,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共15个景点,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2128,￥2128起,￥2128起,￥2128起,￥2128起,￥2128起,￥2128起,￥2128起,目的地跟团,东海岸
美国纽约5日跟团游·(5天)奥巴马总统度假胜地风情游：玛莎葡萄岛、普利茅斯、鹦鹉螺号潜水艇,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共16个景点,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,纽约,2530,￥2530起,,,,￥2530起,,,目的地跟团,东海岸
